63012,539
63117,661
63185,543
63209,861
63307,866
63350,912
63388,915
63433,818
63490,808
63628,703
63665,726
63687,710
64077,681
64333,990
64477,604
64615,948
64654,494
64694,738
64755,574
65071,894
65090,786
65117,1012
65123,950
65126,932
65195,492
65243,700
65250,711
65424,979
65621,705
65632,975
65951,779
65991,755
66170,732
66196,651
66275,613
66384,709
66387,617
66524,562
66806,827
66828,847
67231,842
67442,992
67582,550
67667,626
67779,900
67838,908
67897,828
67970,832
67977,534
68265,607
68654,633
68782,644
68975,678
69017,664
69085,901
69218,643
69281,560
69309,596
69505,1007
69622,741
69673,623
69682,802
69705,857
69733,814
69741,719
69773,751
69866,688
70463,1015
70651,649
70677,826
70801,585
70872,514
70919,834
70980,609
71079,712
71337,508
71355,923
71496,851
71539,528
71586,557
71697,540
71700,621
71730,811
71873,899
71896,636
72210,645
72250,729
72469,584
72643,586
72843,917
72893,982
72896,947
72981,927
73037,939
73203,972
73335,708
73369,520
73438,935
73455,886
73468,502
73499,940
73512,642
73649,694
73859,577
73924,951
73948,1026
73956,829
74113,819
74193,519
74398,905
74485,862
74553,503
74558,854
74580,676
74619,874
74800,884
74850,666
74866,968
75117,638
75316,986
75395,501
75457,612
75487,1011
75626,530
75655,618
75665,521
75736,876
75797,902
75893,913
75969,496
76259,593
76309,967
76588,1018
76897,484
77018,999
77031,794
77100,771
77117,743
77189,987
77255,564
77365,653
77544,490
77641,583
77776,944
77983,483
78001,587
78131,518
78209,938
78381,846
78421,671
78507,701
78606,533
78656,504
78715,485
79112,770
79120,662
79189,793
79218,579
79231,969
79269,766
79359,985
79391,809
79511,958
79542,1014
79606,710
79637,795
79639,639
79642,680
79655,503
79796,687
79800,925
79871,711
79909,483
79917,723
80202,912
80311,507
80471,994
80686,892
80753,994
80762,740
80768,898
80896,594
80991,932
81027,524
81083,727
81157,984
81367,776
81430,971
81454,846
81492,946
81547,645
81707,547
82030,808
82125,798
82208,945
82365,1010
82559,895
82806,761
82845,1018
82926,540
83170,745
83469,944
83563,630
83703,982
83705,495
83780,852
83923,769
83960,844
83973,922
84015,623
84034,608
84159,1012
84224,614
84245,711
84346,495
84370,759
84593,754
84839,606
84911,638
85007,845
85211,640
85240,969
85248,602
85267,895
85352,989
85385,911
85528,998
85611,593
85855,761
85933,820
86131,854
86132,815
86205,558
86221,765
86373,733
86412,539
86444,783
86483,602
86740,715
86759,918
86785,994
86830,996
87181,1018
87203,1016
87388,802
87567,990
87629,803
87654,716
87672,734
87772,888
87827,852
87851,822
87959,572
87995,912
88036,521
88043,917
88326,736
88425,925
88617,497
88957,826
89200,541
89476,539
89610,975
89696,869
89776,695
89846,587
89999,752
90087,911
90207,598
90262,815
90314,904
90628,533
90643,680
90750,740
90803,797
90993,522
91057,512
91091,925
91244,969
91343,761
91401,589
91418,1020
91469,969
91509,626
91588,777
91707,829
91747,908
91875,588
91958,490
92082,907
92428,936
92568,725
92599,515
92697,755
92719,847
92762,629
92919,729
92928,886
92996,761
93141,558
93341,774
93631,651
93680,712
93867,676
94203,548
94252,816
94378,628
94388,527
94393,488
94428,617
94449,541
94524,715
94840,909
94880,937
95233,1001
95239,553
95397,721
95432,810
95591,615
95629,1028
95804,603
95887,699
95901,589
95906,934
95936,984
96030,954
96062,656
96538,959
96558,897
96674,721
96985,842
96988,585
96991,755
97114,679
97223,522
97299,993
97365,557
97502,726
97618,766
97695,541
97708,722
97807,569
98031,748
98367,744
98443,761
98621,844
98643,1015
98819,668
98868,515
98890,686
98897,749
99024,923
99059,665
99166,675
99285,541
99381,786
99407,906
99514,946
99525,496
99636,757
99661,583
99671,596
99880,1028
100131,977
100499,800
100692,856
100693,716
100744,652
100836,898
100865,500
100885,1007
100980,924
100992,605
101029,504
101033,781
101148,745
101254,605
